,Disease_ID,Disease_Name,Target_ID,Target_Symbol,score,evidenceCount,id
1258466,EFO_0007010,drug use measurement,ENSG00000130164,LDLR,0.6605481082241981,55.0,3949
1262389,EFO_0007141,allergic conjunctivitis,ENSG00000113580,NR3C1,0.6020690312852376,59.0,2908
1262478,EFO_0007141,allergic conjunctivitis,ENSG00000196639,HRH1,0.6090220167670392,178.0,3269
1263892,EFO_0007160,autoimmune thrombocytopenic purpura,ENSG00000113580,NR3C1,0.6129812441096572,174.0,2908
1263915,EFO_0007160,autoimmune thrombocytopenic purpura,ENSG00000117400,MPL,0.6151944896218323,297.0,4352
1268019,EFO_0006788,anxiety disorder,ENSG00000011677,GABRA3,0.6016170428588884,58.0,2556
1268024,EFO_0006788,anxiety disorder,ENSG00000022355,GABRA1,0.6016170428588884,58.0,2554
1268106,EFO_0006788,anxiety disorder,ENSG00000108576,SLC6A4,0.6022322358846748,74.0,6532
1268129,EFO_0006788,anxiety disorder,ENSG00000113327,GABRG2,0.6013934277651168,56.0,2566
1268244,EFO_0006788,anxiety disorder,ENSG00000151834,GABRA2,0.6016170428588884,58.0,2555
1268263,EFO_0006788,anxiety disorder,ENSG00000163285,GABRG1,0.6013934277651168,56.0,2565
1268314,EFO_0006788,anxiety disorder,ENSG00000178394,HTR1A,0.611735294143692,155.0,3350
1268323,EFO_0006788,anxiety disorder,ENSG00000182256,GABRG3,0.6013934277651168,56.0,2567
1268334,EFO_0006788,anxiety disorder,ENSG00000186297,GABRA5,0.6016170428588884,58.0,2558
1268684,EFO_0006790,cerebral amyloid angiopathy,ENSG00000171867,PRNP,0.6607380224881825,16.0,5621
1268981,EFO_0006792,Lewy body dementia,ENSG00000145335,SNCA,0.7204659597044119,426.0,6622
1269086,EFO_0006792,Lewy body dementia,ENSG00000177628,GBA1,0.6012356499169098,102.0,2629
1273230,EFO_0006856,leucine-induced hypoglycemia,ENSG00000006071,ABCC8,0.7372904622689085,156.0,6833
1273955,EFO_0006859,head and neck malignant neoplasia,ENSG00000146648,EGFR,0.6464340515083993,144.0,1956
1277296,EFO_0006342,aggressive periodontitis,ENSG00000109861,CTSC,0.7658458302894282,176.0,1075
1277458,EFO_0006343,chronic periodontitis,ENSG00000109861,CTSC,0.7160974005713727,166.0,1075
1281119,EFO_0006513,hereditary hemochromatosis type 1,ENSG00000010704,HFE,0.8165630342422824,91.0,3077
1283486,EFO_0005917,generalised epilepsy,ENSG00000036828,CASR,0.6675582153497847,123.0,846
1283547,EFO_0005917,generalised epilepsy,ENSG00000117394,SLC2A1,0.7920483395351724,56.0,6513
1283625,EFO_0005917,generalised epilepsy,ENSG00000156113,KCNMA1,0.6073745582222291,24.0,3778
1283722,EFO_0005917,generalised epilepsy,ENSG00000198963,RORB,0.7103622866552133,21.0,6096
1286245,EFO_0005922,esophageal squamous cell carcinoma,ENSG00000163513,TGFBR2,0.6632880316736522,64.0,7048
1287045,EFO_0005922,esophageal squamous cell carcinoma,ENSG00000186153,WWOX,0.6406028290224159,30.0,51741
1287937,EFO_0005938,congenital left-sided heart lesions,ENSG00000152661,GJA1,0.6285109954641533,74.0,2697
1287976,EFO_0005938,congenital left-sided heart lesions,ENSG00000183072,NKX2-5,0.6398747107695445,51.0,1482
1291630,EFO_0006335,systolic blood pressure,ENSG00000066827,ZFAT,0.6013561268377698,13.0,57623
1297322,EFO_0005840,Pyruvate kinase hyperactivity,ENSG00000143627,PKLR,0.6455413261524258,15.0,5313
1297737,EFO_0005842,colorectal cancer,ENSG00000062822,POLD1,0.6598045025438095,3170.0,5424
1297844,EFO_0005842,colorectal cancer,ENSG00000076242,MLH1,0.736186912439463,26.0,4292
1297988,EFO_0005842,colorectal cancer,ENSG00000095002,MSH2,0.7492430028764867,31.0,4436
1298514,EFO_0005842,colorectal cancer,ENSG00000116062,MSH6,0.769896762259621,44.0,2956
1299047,EFO_0005842,colorectal cancer,ENSG00000134982,APC,0.7129534485580239,188.0,324
1299314,EFO_0005842,colorectal cancer,ENSG00000141510,TP53,0.7104640720737395,70.0,7157
1299731,EFO_0005842,colorectal cancer,ENSG00000157764,BRAF,0.723262849720531,49.0,673
1300129,EFO_0005842,colorectal cancer,ENSG00000168036,CTNNB1,0.6332351485249258,20.0,1499
1300477,EFO_0005842,colorectal cancer,ENSG00000177084,POLE,0.6515324936081659,17.0,5426
1302121,EFO_0005854,allergic rhinitis,ENSG00000113580,NR3C1,0.6126909692133847,127.0,2908
1303019,EFO_0005854,allergic rhinitis,ENSG00000173198,CYSLTR1,0.600970178936845,58.0,10800
1303227,EFO_0005854,allergic rhinitis,ENSG00000196639,HRH1,0.6153163054838338,195.0,3269
1303595,EFO_0005856,arthritis,ENSG00000073756,PTGS2,0.6088793092580583,160.0,5743
1303777,EFO_0005856,arthritis,ENSG00000104321,TRPA1,0.6121566349977564,35.0,8989
1307198,EFO_0005687,fibromyalgia,ENSG00000103546,SLC6A2,0.6047646018386874,140.0,6530
1307212,EFO_0005687,fibromyalgia,ENSG00000108576,SLC6A4,0.608184194157821,151.0,6532
1307368,EFO_0005687,fibromyalgia,ENSG00000153956,CACNA2D1,0.6026398993774963,81.0,781
1308234,EFO_0005717,retinoblastoma (nonhereditary),ENSG00000139687,RB1,0.6511246985190833,8.0,5925
1309470,EFO_0005752,eye inflammation,ENSG00000113580,NR3C1,0.6016170428588884,58.0,2908
1309595,EFO_0005755,rheumatic disease,ENSG00000073756,PTGS2,0.602243905716309,55.0,5743
1311194,EFO_0005762,neuropathic pain,ENSG00000153956,CACNA2D1,0.6024047162433365,80.0,781
1315934,EFO_0005556,Gilbert syndrome,ENSG00000167165,UGT1A6,0.6076729234283991,83.0,54578
1315967,EFO_0005556,Gilbert syndrome,ENSG00000241119,UGT1A9,0.6151226976869161,81.0,54600
1315968,EFO_0005556,Gilbert syndrome,ENSG00000241635,UGT1A1,0.7904769004422704,91.0,54658
1315970,EFO_0005556,Gilbert syndrome,ENSG00000242366,UGT1A8,0.6002347026523035,80.0,54576
1315973,EFO_0005556,Gilbert syndrome,ENSG00000244122,UGT1A7,0.6026664610439312,83.0,54577
1315997,EFO_0005558,hemolytic anemia,ENSG00000004939,SLC4A1,0.7007015340074744,163.0,6521
1316017,EFO_0005558,hemolytic anemia,ENSG00000070182,SPTB,0.653998307067873,13.0,6710
1316255,EFO_0005558,hemolytic anemia,ENSG00000244734,HBB,0.6550769735009875,18.0,3043
1316296,EFO_0005560,hereditary multiple exostoses,ENSG00000151348,EXT2,0.7319698019327835,23.0,2132
1316666,EFO_0005569,microphthalmia,ENSG00000006042,TMEM98,0.6951040577721129,15.0,26022
1316941,EFO_0005569,microphthalmia,ENSG00000137868,STRA6,0.6529871538142793,147.0,64220
1317198,EFO_0005569,microphthalmia,ENSG00000184254,ALDH1A3,0.6218702130569079,16.0,220
1317271,EFO_0005569,microphthalmia,ENSG00000237412,PRSS56,0.6089420235732427,20.0,646960
1317503,EFO_0005571,osteochondrodysplasia,ENSG00000169762,TAPT1,0.6305493667202201,10.0,202018
1319102,EFO_0005581,red-green color blindness,ENSG00000268221,OPN1MW,0.7039208326139553,24.0,2652
1319254,EFO_0005584,seborrheic keratosis,ENSG00000068078,FGFR3,0.7278734935203665,20.0,2261
1319277,EFO_0005584,seborrheic keratosis,ENSG00000121879,PIK3CA,0.7231708749739632,17.0,5290
1319814,EFO_0005592,T-cell leukemia,ENSG00000148400,NOTCH1,0.6040447850341323,71.0,4851
1320493,EFO_0005611,opioid dependence,ENSG00000082556,OPRK1,0.6073818515351659,217.0,4986
1320525,EFO_0005611,opioid dependence,ENSG00000112038,OPRM1,0.625542946621332,316.0,4988
1320538,EFO_0005611,opioid dependence,ENSG00000116329,OPRD1,0.6078684191641549,92.0,4985
1324052,EFO_0005669,intracerebral hemorrhage,ENSG00000159640,ACE,0.6098990580206869,86.0,1636
1324271,EFO_0005669,intracerebral hemorrhage,ENSG00000187498,COL4A1,0.6593381944367906,155.0,1282
1325844,EFO_0005672,acute coronary syndrome,ENSG00000169313,P2RY12,0.6290585058285394,546.0,64805
1326532,EFO_0005410,tooth agenesis,ENSG00000070018,LRP6,0.642630444969427,36.0,4040
1326644,EFO_0005410,tooth agenesis,ENSG00000135925,WNT10A,0.7394483445577682,398.0,80326
1326706,EFO_0005410,tooth agenesis,ENSG00000158813,EDA,0.7529053196046535,78.0,1896
1326717,EFO_0005410,tooth agenesis,ENSG00000163132,MSX1,0.6793295479119305,85.0,4487
1326782,EFO_0005410,tooth agenesis,ENSG00000180875,GREM2,0.6218907037660708,13.0,64388
1326811,EFO_0005410,tooth agenesis,ENSG00000198807,PAX9,0.7472805187551421,217.0,5083
1326881,EFO_0005411,schizoaffective disorder,ENSG00000102468,HTR2A,0.606019026023656,194.0,3356
1326968,EFO_0005411,schizoaffective disorder,ENSG00000147246,HTR2C,0.6039467348073658,118.0,3358
1326971,EFO_0005411,schizoaffective disorder,ENSG00000149295,DRD2,0.606263169121181,205.0,1813
1326976,EFO_0005411,schizoaffective disorder,ENSG00000151577,DRD3,0.6013211898248093,50.0,1814
1329798,EFO_0005531,urticaria,ENSG00000196639,HRH1,0.6068873690492133,159.0,3269
1329817,EFO_0005531,urticaria,ENSG00000211891,IGHE,0.6060634223670863,459.0,3497
1329972,EFO_0005532,angioedema,ENSG00000168398,BDKRB2,0.6150921333551045,31.0,624
1334873,EFO_0005543,glioma,ENSG00000171862,PTEN,0.624237411673124,21.0,5728
1335143,EFO_0005545,congenital disorder of glycosylation type I,ENSG00000084774,CAD,0.7489785102914496,43.0,790
1335152,EFO_0005545,congenital disorder of glycosylation type I,ENSG00000102158,MAGT1,0.6532549785907745,9.0,84061
1335186,EFO_0005545,congenital disorder of glycosylation type I,ENSG00000153989,NUS1,0.7097337085790298,146.0,116150
1335275,EFO_0005546,congenital disorder of glycosylation type II,ENSG00000136710,CCDC115,0.6122275082779428,7.0,84317
1335278,EFO_0005546,congenital disorder of glycosylation type II,ENSG00000138821,SLC39A8,0.6708618815533022,22.0,64116
1335337,EFO_0005546,congenital disorder of glycosylation type II,ENSG00000244045,TMEM199,0.6270940988718825,10.0,147007
1336767,EFO_0005555,gamma chain deficiency,ENSG00000147168,IL2RG,0.8226026574654549,314.0,3561
1337414,EFO_0005251,hypotension,ENSG00000043591,ADRB1,0.6003388771021,59.0,153
1337428,EFO_0005251,hypotension,ENSG00000120907,ADRA1A,0.6020661754393202,80.0,148
1337458,EFO_0005251,hypotension,ENSG00000170214,ADRA1B,0.6020661754393202,80.0,147
1337460,EFO_0005251,hypotension,ENSG00000171873,ADRA1D,0.6020661754393202,80.0,146
1337701,EFO_0005269,congenital heart malformation,ENSG00000055208,TAB2,0.7198297463619742,28.0,23118
1337827,EFO_0005269,congenital heart malformation,ENSG00000156925,ZIC3,0.7905101145981464,109.0,7547
1339384,EFO_0005303,sudden infant death syndrome,ENSG00000183873,SCN5A,0.7483946402254131,245.0,6331
1339407,EFO_0005303,sudden infant death syndrome,ENSG00000198888,MT-ND1,0.6393218180691612,7.0,4535
1339546,EFO_0005304,atrial conduction disease,ENSG00000116783,TNNI3K,0.6938835719537916,18.0,51086
1339916,EFO_0005306,ventricular tachycardia,ENSG00000055118,KCNH2,0.6291605660533829,32.0,3757
1343572,EFO_0005407,psychosis,ENSG00000102468,HTR2A,0.6041826886716483,74.0,3356
1343824,EFO_0005407,psychosis,ENSG00000149295,DRD2,0.6240520054201185,154.0,1813
1346014,EFO_0005409,fat body mass,ENSG00000166603,MC4R,0.722072444054443,124.0,4160
1348024,EFO_0005207,congenital heart disease,ENSG00000136574,GATA4,0.659369827580748,103.0,2626
1348057,EFO_0005207,congenital heart disease,ENSG00000141448,GATA6,0.7005975460061524,317.0,2627
1348362,EFO_0005207,congenital heart disease,ENSG00000185551,NR2F2,0.7118681887622546,60.0,7026
1350225,EFO_0005221,cholangiocarcinoma,ENSG00000066468,FGFR2,0.6144491881914668,85.0,2263
1352444,EFO_0005230,anxiety,ENSG00000011677,GABRA3,0.6037006794066919,68.0,2556
1352459,EFO_0005230,anxiety,ENSG00000022355,GABRA1,0.6052559392374984,65.0,2554
1352853,EFO_0005230,anxiety,ENSG00000108576,SLC6A4,0.6127844415308741,292.0,6532
1352945,EFO_0005230,anxiety,ENSG00000113327,GABRG2,0.6027011278790974,65.0,2566
1353564,EFO_0005230,anxiety,ENSG00000151834,GABRA2,0.6119375537376807,74.0,2555
1354143,EFO_0005230,anxiety,ENSG00000186297,GABRA5,0.6037776198187595,65.0,2558
1358246,EFO_0005091,monocyte count,ENSG00000121966,CXCR4,0.6328897160378034,21.0,7852
1358249,EFO_0005091,monocyte count,ENSG00000122025,FLT3,0.682517404979798,31.0,2322
1358623,EFO_0005091,monocyte count,ENSG00000140968,IRF8,0.6522332193160593,62.0,3394
1359301,EFO_0005091,monocyte count,ENSG00000171456,ASXL1,0.6124572255836516,9.0,171023
1359456,EFO_0005091,monocyte count,ENSG00000177663,IL17RA,0.676610548303363,35.0,23765
1359965,EFO_0005091,monocyte count,ENSG00000240505,TNFRSF13B,0.6309415450207462,10.0,23495
1360784,EFO_0005093,hip circumference,ENSG00000166603,MC4R,0.6968301930554145,32.0,4160
1362127,EFO_0005138,acquired long QT syndrome,ENSG00000151067,CACNA1C,0.7209063451899029,131.0,775
1362803,EFO_0005140,autoimmune disease,ENSG00000110013,SIAE,0.6365177505765945,18.0,54414
1362929,EFO_0005140,autoimmune disease,ENSG00000115085,ZAP70,0.6918307035322009,42.0,7535
1363949,EFO_0005140,autoimmune disease,ENSG00000168610,STAT3,0.7999998332965015,102.0,6774
1367348,EFO_0004991,Myasthenia gravis,ENSG00000087085,ACHE,0.6042425564291612,116.0,43
1369320,EFO_0004995,lean body mass,ENSG00000066827,ZFAT,0.7312880335983102,137.0,57623
1369661,EFO_0004995,lean body mass,ENSG00000103335,PIEZO1,0.6062064193704941,33.0,9780
1369885,EFO_0004995,lean body mass,ENSG00000113389,NPR3,0.6219513232394709,21.0,4883
1369896,EFO_0004995,lean body mass,ENSG00000113739,STC2,0.6986890536245541,47.0,8614
1369951,EFO_0004995,lean body mass,ENSG00000116183,PAPPA2,0.7008552087072062,79.0,60676
1370523,EFO_0004995,lean body mass,ENSG00000140443,IGF1R,0.733936485902482,121.0,3480
1370958,EFO_0004995,lean body mass,ENSG00000157766,ACAN,0.7341465124616047,99.0,176
1371043,EFO_0004995,lean body mass,ENSG00000162032,SPSB3,0.6216174790600817,20.0,90864
1371272,EFO_0004995,lean body mass,ENSG00000166603,MC4R,0.7263070943726008,134.0,4160
1371362,EFO_0004995,lean body mass,ENSG00000169047,IRS1,0.6751500433744643,64.0,3667
1371645,EFO_0004995,lean body mass,ENSG00000178177,LCORL,0.6742743876906607,75.0,254251
1372634,EFO_0005001,phenylalanine measurement,ENSG00000171759,PAH,0.6471944252410824,14.0,5053
1379757,EFO_0004888,post operative nausea and vomiting,ENSG00000166736,HTR3A,0.6051237748338109,148.0,3359
1380110,EFO_0004895,Tourette syndrome,ENSG00000149295,DRD2,0.6507550143532091,42.0,1813
1382989,EFO_0004908,testosterone measurement,ENSG00000129214,SHBG,0.6452189186963777,47.0,6462
1383960,EFO_0004911,familial hypercholesterolemia,ENSG00000084674,APOB,0.7996661035881647,3359.0,338
1383973,EFO_0004911,familial hypercholesterolemia,ENSG00000113161,HMGCR,0.6310413992492652,169.0,3156
1383985,EFO_0004911,familial hypercholesterolemia,ENSG00000130164,LDLR,0.8493736115544416,1735.0,3949
1384011,EFO_0004911,familial hypercholesterolemia,ENSG00000157978,LDLRAP1,0.6841150861004434,318.0,26119
1384020,EFO_0004911,familial hypercholesterolemia,ENSG00000169174,PCSK9,0.8335273460581657,1027.0,255738
1386264,EFO_0004980,appendicular lean mass,ENSG00000156140,ADAMTS3,0.6106098371879041,18.0,9508
1386620,EFO_0004980,appendicular lean mass,ENSG00000166603,MC4R,0.6074840317769724,11.0,4160
1391100,EFO_0004799,cholelithiasis,ENSG00000005471,ABCB4,0.7597971714670827,60.0,5244
1391264,EFO_0004799,cholelithiasis,ENSG00000138075,ABCG5,0.6567299774976959,28.0,64240
1391277,EFO_0004799,cholelithiasis,ENSG00000143921,ABCG8,0.63125637149462,39.0,64241
1391968,EFO_0004833,neutrophil count,ENSG00000005381,MPO,0.6096091517739562,12.0,4353
1392179,EFO_0004833,neutrophil count,ENSG00000081041,CXCL2,0.6524734090827043,19.0,2920
1392769,EFO_0004833,neutrophil count,ENSG00000124875,CXCL6,0.6568765184954033,17.0,6372
1392790,EFO_0004833,neutrophil count,ENSG00000125910,S1PR4,0.6022676370298167,16.0,8698
1393720,EFO_0004833,neutrophil count,ENSG00000168769,TET2,0.6977551569129213,25.0,54790
1394503,EFO_0004838,calcium measurement,ENSG00000036828,CASR,0.7275336716212716,34.0,846
1397253,EFO_0004842,eosinophil count,ENSG00000100368,CSF2RB,0.6288747533139663,19.0,1439
1397940,EFO_0004842,eosinophil count,ENSG00000137033,IL33,0.663684496476877,24.0,90865
1398350,EFO_0004842,eosinophil count,ENSG00000161905,ALOX15,0.6416416481220586,28.0,246
1398567,EFO_0004842,eosinophil count,ENSG00000168769,TET2,0.6694015863182895,21.0,54790
1401599,EFO_0004731,eye measurement,ENSG00000137834,SMAD6,0.6028493285005435,100.0,4091
1401632,EFO_0004732,lipoprotein measurement,ENSG00000073060,SCARB1,0.6395385789277712,10.0,949
1401634,EFO_0004732,lipoprotein measurement,ENSG00000087237,CETP,0.6576547667766526,20.0,1071
1401638,EFO_0004732,lipoprotein measurement,ENSG00000101670,LIPG,0.6591539500359334,20.0,9388
1401685,EFO_0004732,lipoprotein measurement,ENSG00000165029,ABCA1,0.6763521732313145,26.0,19
1401687,EFO_0004732,lipoprotein measurement,ENSG00000166035,LIPC,0.6687403566897094,17.0,3990
1401692,EFO_0004732,lipoprotein measurement,ENSG00000175445,LPL,0.6446560448092036,18.0,4023
1401719,EFO_0004735,serum alanine aminotransferase measurement,ENSG00000005471,ABCB4,0.702186145073153,29.0,5244
1402846,EFO_0004735,serum alanine aminotransferase measurement,ENSG00000167701,GPT,0.649813850056056,45.0,2875
1403911,EFO_0004736,aspartate aminotransferase measurement,ENSG00000120053,GOT1,0.687757926213419,26.0,2805
1410194,EFO_0004735,serum alanine aminotransferase measurement,ENSG00000171714,ANO5,0.6190736795170729,12.0,203859
1410209,EFO_0004736,aspartate aminotransferase measurement,ENSG00000171714,ANO5,0.6376246124872994,16.0,203859
1411034,EFO_0004696,sex hormone-binding globulin measurement,ENSG00000012504,NR1H4,0.6215845945220811,13.0,9971
1411400,EFO_0004696,sex hormone-binding globulin measurement,ENSG00000101076,HNF4A,0.6602032381200184,18.0,3172
1411881,EFO_0004696,sex hormone-binding globulin measurement,ENSG00000123739,PLA2G12A,0.6261268083507947,10.0,81579
1411993,EFO_0004696,sex hormone-binding globulin measurement,ENSG00000129214,SHBG,0.6666896866540573,85.0,6462
1413615,EFO_0004696,sex hormone-binding globulin measurement,ENSG00000198146,ZNF770,0.6620609553587072,24.0,54989
1413994,EFO_0004698,insomnia,ENSG00000011677,GABRA3,0.6050331232348248,148.0,2556
1413998,EFO_0004698,insomnia,ENSG00000022355,GABRA1,0.6050606057111884,150.0,2554
1414133,EFO_0004698,insomnia,ENSG00000113327,GABRG2,0.6069916501007286,422.0,2566
1414307,EFO_0004698,insomnia,ENSG00000151834,GABRA2,0.6050331232348248,148.0,2555
1414347,EFO_0004698,insomnia,ENSG00000163285,GABRG1,0.6047591771269956,127.0,2565
1414348,EFO_0004698,insomnia,ENSG00000163288,GABRB1,0.6066540268554776,318.0,2560
1414386,EFO_0004698,insomnia,ENSG00000168412,MTNR1A,0.6084629727181585,42.0,4543
1414457,EFO_0004698,insomnia,ENSG00000182256,GABRG3,0.6047591771269956,127.0,2567
1414491,EFO_0004698,insomnia,ENSG00000186297,GABRA5,0.6050331232348248,148.0,2558
1416048,EFO_0004705,hypothyroidism,ENSG00000042832,TG,0.7030082599241717,229.0,7038
1416481,EFO_0004705,hypothyroidism,ENSG00000126351,THRA,0.6189402134553827,316.0,7067
1416718,EFO_0004705,hypothyroidism,ENSG00000151090,THRB,0.6142109718786736,302.0,7068
1416873,EFO_0004705,hypothyroidism,ENSG00000165409,TSHR,0.7284955586449781,216.0,7253
1418541,EFO_0004713,FEV/FEC ratio,ENSG00000143341,HMCN1,0.6775939290375629,17.0,83872
1420550,EFO_0004720,prion disease,ENSG00000171867,PRNP,0.6977438421018597,727.0,5621
1422238,EFO_0004615,apolipoprotein B measurement,ENSG00000084674,APOB,0.715067377143508,37.0,338
1422471,EFO_0004615,apolipoprotein B measurement,ENSG00000130164,LDLR,0.6552944529276522,19.0,3949
1422572,EFO_0004615,apolipoprotein B measurement,ENSG00000141505,ASGR1,0.6136033853973912,10.0,432
1422707,EFO_0004615,apolipoprotein B measurement,ENSG00000163631,ALB,0.6387172299405096,11.0,213
1422764,EFO_0004615,apolipoprotein B measurement,ENSG00000169174,PCSK9,0.7071462844045944,36.0,255738
1423072,EFO_0004616,"osteoarthritis, knee",ENSG00000073756,PTGS2,0.6021447145153728,85.0,5743
1423593,EFO_0004617,cystatin C measurement,ENSG00000008710,PKD1,0.6253971196426481,12.0,5310
1423693,EFO_0004617,cystatin C measurement,ENSG00000081479,LRP2,0.6958000971463957,25.0,4036
1423759,EFO_0004617,cystatin C measurement,ENSG00000101439,CST3,0.6964762051609831,30.0,1471
1423876,EFO_0004617,cystatin C measurement,ENSG00000111252,SH2B3,0.6200170884088457,12.0,10019
1424071,EFO_0004617,cystatin C measurement,ENSG00000128849,CGNL1,0.6805236241716679,14.0,84952
1424156,EFO_0004617,cystatin C measurement,ENSG00000134873,CLDN10,0.7061347838628121,24.0,9071
1424958,EFO_0004617,cystatin C measurement,ENSG00000198569,SLC34A3,0.6346325467623889,18.0,142680
1425627,EFO_0004627,IGF-1 measurement,ENSG00000096968,JAK2,0.6755417206489778,23.0,3717
1425630,EFO_0004627,IGF-1 measurement,ENSG00000099769,IGFALS,0.6555234960048467,25.0,3483
1425715,EFO_0004627,IGF-1 measurement,ENSG00000106128,GHRHR,0.6133169178719222,11.0,2692
1425847,EFO_0004627,IGF-1 measurement,ENSG00000116183,PAPPA2,0.700084154605353,24.0,60676
1426145,EFO_0004627,IGF-1 measurement,ENSG00000140443,IGF1R,0.6621925745684485,17.0,3480
1426223,EFO_0004627,IGF-1 measurement,ENSG00000146674,IGFBP3,0.6755750094561802,13.0,3486
1426422,EFO_0004627,IGF-1 measurement,ENSG00000164631,ZNF12,0.6449768871798208,17.0,7559
1428050,EFO_0004631,vitamin D measurement,ENSG00000084110,HAL,0.6438383985606119,18.0,3034
1428051,EFO_0004631,vitamin D measurement,ENSG00000084674,APOB,0.6917496728274828,23.0,338
1428314,EFO_0004631,vitamin D measurement,ENSG00000143631,FLG,0.6605129029026242,25.0,2312
1428320,EFO_0004631,vitamin D measurement,ENSG00000145321,GC,0.6237384656273592,60.0,2638
1428524,EFO_0004631,vitamin D measurement,ENSG00000186104,CYP2R1,0.6822253211079744,43.0,120227
1429580,EFO_0004683,wet macular degeneration,ENSG00000112715,VEGFA,0.6565411755097952,496.0,7422
1430030,EFO_0004587,lymphocyte count,ENSG00000064932,SBNO2,0.6744599872585177,34.0,22904
1432183,EFO_0004587,lymphocyte count,ENSG00000176170,SPHK1,0.607405135213319,21.0,8877
1432421,EFO_0004587,lymphocyte count,ENSG00000185989,RASA3,0.6673553852095858,26.0,22821
1432802,EFO_0004587,lymphocyte count,ENSG00000240505,TNFRSF13B,0.6215611083613154,9.0,23495
1434116,EFO_0004607,duodenal ulcer,ENSG00000105675,ATP4A,0.6026634185809556,87.0,495
1435477,EFO_0004611,low density lipoprotein cholesterol measurement,ENSG00000015520,NPC1L1,0.6649520548789738,24.0,29881
1435602,EFO_0004611,low density lipoprotein cholesterol measurement,ENSG00000084674,APOB,0.7193272518031936,122.0,338
1436030,EFO_0004611,low density lipoprotein cholesterol measurement,ENSG00000125844,RRBP1,0.6025592132547993,36.0,6238
1436081,EFO_0004611,low density lipoprotein cholesterol measurement,ENSG00000130164,LDLR,0.6856749681385474,105.0,3949
1436129,EFO_0004611,low density lipoprotein cholesterol measurement,ENSG00000132855,ANGPTL3,0.6206034318756036,36.0,27329
1436200,EFO_0004611,low density lipoprotein cholesterol measurement,ENSG00000138075,ABCG5,0.611443966703675,52.0,64240
1436646,EFO_0004611,low density lipoprotein cholesterol measurement,ENSG00000169174,PCSK9,0.7152508762053373,73.0,255738
1437251,EFO_0004612,high density lipoprotein cholesterol measurement,ENSG00000025434,NR1H3,0.640126985952247,40.0,10062
1437367,EFO_0004612,high density lipoprotein cholesterol measurement,ENSG00000073060,SCARB1,0.6987620338992628,52.0,949
1437427,EFO_0004612,high density lipoprotein cholesterol measurement,ENSG00000084674,APOB,0.6822517306856255,32.0,338
1437441,EFO_0004612,high density lipoprotein cholesterol measurement,ENSG00000087237,CETP,0.7078276713282863,156.0,1071
1437556,EFO_0004612,high density lipoprotein cholesterol measurement,ENSG00000101670,LIPG,0.7238168630000029,101.0,9388
1437714,EFO_0004612,high density lipoprotein cholesterol measurement,ENSG00000110243,APOA5,0.6864634458742473,64.0,116519
1437716,EFO_0004612,high density lipoprotein cholesterol measurement,ENSG00000110245,APOC3,0.6222479953120186,23.0,345
1437853,EFO_0004612,high density lipoprotein cholesterol measurement,ENSG00000118137,APOA1,0.6105754542920991,32.0,335
1438024,EFO_0004612,high density lipoprotein cholesterol measurement,ENSG00000130173,ANGPTL8,0.6353943533136818,28.0,55908
1438063,EFO_0004612,high density lipoprotein cholesterol measurement,ENSG00000132170,PPARG,0.6415052804001434,25.0,5468
1438132,EFO_0004612,high density lipoprotein cholesterol measurement,ENSG00000135218,CD36,0.6341251061745491,15.0,948
1438505,EFO_0004612,high density lipoprotein cholesterol measurement,ENSG00000152270,PDE3B,0.6602925134441101,19.0,5140
1438771,EFO_0004612,high density lipoprotein cholesterol measurement,ENSG00000165029,ABCA1,0.7316722692472875,100.0,19
1438799,EFO_0004612,high density lipoprotein cholesterol measurement,ENSG00000166035,LIPC,0.7158738035910016,111.0,3990
1438857,EFO_0004612,high density lipoprotein cholesterol measurement,ENSG00000167772,ANGPTL4,0.6180356956616399,15.0,51129
1439093,EFO_0004612,high density lipoprotein cholesterol measurement,ENSG00000175445,LPL,0.7171663677150342,127.0,4023
1439559,EFO_0004612,high density lipoprotein cholesterol measurement,ENSG00000213398,LCAT,0.6734950588146975,44.0,3931
1440046,EFO_0004535,serum albumin measurement,ENSG00000104870,FCGRT,0.6769811561329282,30.0,2217
1440382,EFO_0004535,serum albumin measurement,ENSG00000145703,IQGAP2,0.6767864754052104,17.0,10788
1440541,EFO_0004535,serum albumin measurement,ENSG00000163631,ALB,0.6840896003337757,25.0,213
1440898,EFO_0004535,serum albumin measurement,ENSG00000240505,TNFRSF13B,0.6204789385672778,9.0,23495
1441175,EFO_0004536,total blood protein measurement,ENSG00000104870,FCGRT,0.6771873836527357,29.0,2217
1441817,EFO_0004536,total blood protein measurement,ENSG00000163631,ALB,0.6009426615382575,11.0,213
1442311,EFO_0004536,total blood protein measurement,ENSG00000240505,TNFRSF13B,0.6698196587561862,18.0,23495
1442639,EFO_0004541,HbA1c measurement,ENSG00000029534,ANK1,0.6320311471703358,25.0,286
1442738,EFO_0004541,HbA1c measurement,ENSG00000080031,PTPRH,0.6036038511989712,10.0,5794
1442829,EFO_0004541,HbA1c measurement,ENSG00000103335,PIEZO1,0.6576052661190117,20.0,9780
1442874,EFO_0004541,HbA1c measurement,ENSG00000106633,GCK,0.6997954209835592,43.0,2645
1443383,EFO_0004541,HbA1c measurement,ENSG00000152254,G6PC2,0.6697081259546914,29.0,57818
